COU,Country,VAR,Indicator,YEAR,Year,Value,Flag Codes,Flags
ARM,Armenia,IND-ENE-SHARE,Share of CO2 emissions from transport in total CO2 emissions,2013,2013,24.38143396,,
ARM,Armenia,IND-ENE-SHARE,Share of CO2 emissions from transport in total CO2 emissions,2014,2014,32.58022371,,
ARM,Armenia,IND-ENE-SHARE,Share of CO2 emissions from transport in total CO2 emissions,2015,2015,32.4583014,,
ARM,Armenia,IND-ENE-SHARE,Share of CO2 emissions from transport in total CO2 emissions,2016,2016,32.1696085,,
ARM,Armenia,IND-ENE-SHARE,Share of CO2 emissions from transport in total CO2 emissions,2017,2017,32.39988384,,
ARM,Armenia,IND-ENE-SHARE,Share of CO2 emissions from transport in total CO2 emissions,2018,2018,33.62935365,,
ARM,Armenia,IND-ENE-AVIA-INT,Share of CO2 emissions from international aviation bunkers in total CO2 emissions,2000,2000,5.48031266,,
ARM,Armenia,IND-ENE-AVIA-INT,Share of CO2 emissions from international aviation bunkers in total CO2 emissions,2001,2001,5.155992482,,
ARM,Armenia,IND-ENE-AVIA-INT,Share of CO2 emissions from international aviation bunkers in total CO2 emissions,2002,2002,5.393338814,,
ARM,Armenia,IND-ENE-AVIA-INT,Share of CO2 emissions from international aviation bunkers in total CO2 emissions,2003,2003,2.440729715,,
ARM,Armenia,IND-ENE-AVIA-INT,Share of CO2 emissions from international aviation bunkers in total CO2 emissions,2004,2004,3.371220975,,
ARM,Armenia,IND-ENE-AVIA-INT,Share of CO2 emissions from international aviation bunkers in total CO2 emissions,2005,2005,3.275663765,,
ARM,Armenia,IND-ENE-AVIA-INT,Share of CO2 emissions from international aviation bunkers in total CO2 emissions,2006,2006,2.8886876,,
ARM,Armenia,IND-ENE-AVIA-INT,Share of CO2 emissions from international aviation bunkers in total CO2 emissions,2007,2007,3.588639414,,
ARM,Armenia,IND-ENE-AVIA-INT,Share of CO2 emissions from international aviation bunkers in total CO2 emissions,2008,2008,3.264926081,,
ARM,Armenia,IND-ENE-AVIA-INT,Share of CO2 emissions from international aviation bunkers in total CO2 emissions,2009,2009,2.08831052,,
ARM,Armenia,IND-ENE-AVIA-INT,Share of CO2 emissions from international aviation bunkers in total CO2 emissions,2010,2010,3.265608596,,
ARM,Armenia,IND-ENE-AVIA-INT,Share of CO2 emissions from international aviation bunkers in total CO2 emissions,2011,2011,2.895039826,,
ARM,Armenia,IND-ENE-AVIA-INT,Share of CO2 emissions from international aviation bunkers in total CO2 emissions,2012,2012,2.656948426,,
ARM,Armenia,IND-ENE-AVIA-INT,Share of CO2 emissions from international aviation bunkers in total CO2 emissions,2013,2013,2.697660934,,
ARM,Armenia,IND-ENE-AVIA-INT,Share of CO2 emissions from international aviation bunkers in total CO2 emissions,2014,2014,2.466497051,,
ARM,Armenia,IND-ENE-AVIA-INT,Share of CO2 emissions from international aviation bunkers in total CO2 emissions,2015,2015,1.865729424,,
ARM,Armenia,IND-ENE-AVIA-INT,Share of CO2 emissions from international aviation bunkers in total CO2 emissions,2016,2016,2.754127731,,
ARM,Armenia,IND-ENE-AVIA-INT,Share of CO2 emissions from international aviation bunkers in total CO2 emissions,2017,2017,3.237440712,,
ARM,Armenia,IND-ENE-AVIA-INT,Share of CO2 emissions from international aviation bunkers in total CO2 emissions,2018,2018,3.526293351,,
ARM,Armenia,IND-ENE-FUEL-GDP,Motor fuel deliveries in tonnes per one million units of current USD GDP,2001,2001,132.1753369,,
ARM,Armenia,IND-ENE-FUEL-GDP,Motor fuel deliveries in tonnes per one million units of current USD GDP,2002,2002,113.6210021,,
ARM,Armenia,IND-ENE-FUEL-GDP,Motor fuel deliveries in tonnes per one million units of current USD GDP,2003,2003,106.8720442,,
ARM,Armenia,IND-ENE-FUEL-PC,Motor fuel deliveries in tonnes per inhabitant,2001,2001,0.091782605,,
ARM,Armenia,IND-ENE-FUEL-PC,Motor fuel deliveries in tonnes per inhabitant,2002,2002,0.088992076,,
ARM,Armenia,IND-ENE-FUEL-PC,Motor fuel deliveries in tonnes per inhabitant,2003,2003,0.099405818,,
AUS,Australia,IND-ENE-GDP,CO2 emissions from transport in tonnes per one million units of current USD GDP,2000,2000,195.6966927,,
AUS,Australia,IND-ENE-GDP,CO2 emissions from transport in tonnes per one million units of current USD GDP,2001,2001,204.0675806,,
AUS,Australia,IND-ENE-GDP,CO2 emissions from transport in tonnes per one million units of current USD GDP,2002,2002,185.781781,,
AUS,Australia,IND-ENE-GDP,CO2 emissions from transport in tonnes per one million units of current USD GDP,2003,2003,147.0923718,,
AUS,Australia,IND-ENE-GDP,CO2 emissions from transport in tonnes per one million units of current USD GDP,2004,2004,125.0443933,,
AUS,Australia,IND-ENE-GDP,CO2 emissions from transport in tonnes per one million units of current USD GDP,2005,2005,112.6281437,,
AUS,Australia,IND-ENE-GDP,CO2 emissions from transport in tonnes per one million units of current USD GDP,2006,2006,108.2865232,,
AUS,Australia,IND-ENE-GDP,CO2 emissions from transport in tonnes per one million units of current USD GDP,2007,2007,91.92211098,,
AUS,Australia,IND-ENE-GDP,CO2 emissions from transport in tonnes per one million units of current USD GDP,2008,2008,86.37580655,,
AUS,Australia,IND-ENE-GDP,CO2 emissions from transport in tonnes per one million units of current USD GDP,2009,2009,86.16569541,,
AUS,Australia,IND-ENE-GDP,CO2 emissions from transport in tonnes per one million units of current USD GDP,2010,2010,73.41696664,,
AUS,Australia,IND-ENE-GDP,CO2 emissions from transport in tonnes per one million units of current USD GDP,2011,2011,61.43274668,,
AUS,Australia,IND-ENE-GDP,CO2 emissions from transport in tonnes per one million units of current USD GDP,2012,2012,58.24292837,,
AUS,Australia,IND-ENE-GDP,CO2 emissions from transport in tonnes per one million units of current USD GDP,2013,2013,61.91448263,,
AUS,Australia,IND-ENE-GDP,CO2 emissions from transport in tonnes per one million units of current USD GDP,2014,2014,63.83297312,,
AUS,Australia,IND-ENE-GDP,CO2 emissions from transport in tonnes per one million units of current USD GDP,2015,2015,77.14276794,,
AUS,Australia,IND-ENE-GDP,CO2 emissions from transport in tonnes per one million units of current USD GDP,2016,2016,77.43058844,,
AUS,Australia,IND-ENE-GDP,CO2 emissions from transport in tonnes per one million units of current USD GDP,2017,2017,72.26707993,,
AUS,Australia,IND-ENE-GDP,CO2 emissions from transport in tonnes per one million units of current USD GDP,2018,2018,72.0921825,,
AUS,Australia,IND-ENE-PC,CO2 emissions from transport in tonnes per inhabitant,2000,2000,3.916580431,,
AUS,Australia,IND-ENE-PC,CO2 emissions from transport in tonnes per inhabitant,2001,2001,3.833361356,,
AUS,Australia,IND-ENE-PC,CO2 emissions from transport in tonnes per inhabitant,2002,2002,3.874146015,,
AUS,Australia,IND-ENE-PC,CO2 emissions from transport in tonnes per inhabitant,2003,2003,3.840503383,,
AUS,Australia,IND-ENE-PC,CO2 emissions from transport in tonnes per inhabitant,2004,2004,3.934045182,,
AUS,Australia,IND-ENE-PC,CO2 emissions from transport in tonnes per inhabitant,2005,2005,3.889883255,,
AUS,Australia,IND-ENE-PC,CO2 emissions from transport in tonnes per inhabitant,2006,2006,3.925596655,,
AUS,Australia,IND-ENE-PC,CO2 emissions from transport in tonnes per inhabitant,2007,2007,4.012852801,,
AUS,Australia,IND-ENE-PC,CO2 emissions from transport in tonnes per inhabitant,2008,2008,4.014212582,,
AUS,Australia,IND-ENE-PC,CO2 emissions from transport in tonnes per inhabitant,2009,2009,3.903995261,,
AUS,Australia,IND-ENE-PC,CO2 emissions from transport in tonnes per inhabitant,2010,2010,3.977455445,,
AUS,Australia,IND-ENE-PC,CO2 emissions from transport in tonnes per inhabitant,2011,2011,4.018269318,,
