COU,Country,VAR,Indicator,YEAR,Year,Value,Flag Codes,Flags
ALB,Albania,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2007,2007,10.78546015,,
ALB,Albania,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2004,2004,0.07149071,,
ALB,Albania,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2005,2005,0.079980707,,
ALB,Albania,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2006,2006,0.089475854,,
ALB,Albania,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2007,2007,0.098690475,,
ALB,Albania,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2008,2008,0.077395128,,
ALB,Albania,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2009,2009,0.084389021,,
ALB,Albania,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2010,2010,0.105927741,,
ALB,Albania,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2011,2011,0.100889931,,
ALB,Albania,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2012,2012,0.101097141,,
ALB,Albania,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2013,2013,0.099206642,,
ALB,Albania,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2014,2014,0.087182043,,
ALB,Albania,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2015,2015,0.102156617,,
ALB,Albania,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2016,2016,0.09323078,,
ALB,Albania,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2004,2004,169.5082061,,
ALB,Albania,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2005,2005,213.851496,,
ALB,Albania,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2006,2006,265.9888049,,
ALB,Albania,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2007,2007,354.795949,,
ALB,Albania,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2008,2008,338.2584957,,
ALB,Albania,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2009,2009,347.1881822,,
ALB,Albania,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2010,2010,433.7054213,,
ALB,Albania,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2011,2011,447.6628935,,
ALB,Albania,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2012,2012,429.4233797,,
ALB,Albania,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2013,2013,437.8050853,,
ALB,Albania,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2014,2014,399.177392,,
ALB,Albania,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2015,2015,403.8049046,,
ALB,Albania,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2016,2016,384.4889314,,
ARM,Armenia,IND-EQUI-REGTOT-GDP,First registrations of brand new road vehicles per one million units of current USD GDP,2003,2003,88.98985755,,
ARM,Armenia,IND-EQUI-REGCAR-GDP,First registrations of brand new passenger cars per one million units of current USD GDP,2003,2003,72.95940716,,
ARM,Armenia,IND-EQUI-REGTRUK-GDP,First registrations of brand new goods vehicles per one million units of current USD GDP,2003,2003,16.0304504,,
ARM,Armenia,IND-EQUI-REGTOT-PC,First registrations of brand new road vehicles per one thousand inhabitants,2003,2003,82.77290542,,
ARM,Armenia,IND-EQUI-REGCAR-PC,First registrations of brand new passenger cars per one thousand inhabitants,2003,2003,67.86236403,,
ARM,Armenia,IND-EQUI-REGTRUK-PC,First registrations of brand new goods vehicles per one thousand inhabitants,2003,2003,14.91054139,,
ARM,Armenia,IND-EQUI-REGCAR-SHARE,Share of first registrations of brand new passenger cars in first registration of brand new road vehicles,2003,2003,81.98620513,,
ARM,Armenia,IND-EQUI-REGTRUK-SHARE,Share of first registrations of brand new goods vehicles in first registration of brand new road vehicles,2003,2003,18.01379487,,
ARM,Armenia,IND-EQUI-RAILSEATS-GDP,Rail passenger seats and berths per one million units of current USD GDP,2000,2000,6.277581271,,
ARM,Armenia,IND-EQUI-RAILSEATS-GDP,Rail passenger seats and berths per one million units of current USD GDP,2001,2001,5.664657297,,
ARM,Armenia,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2000,2000,147.0000281,,
ARM,Armenia,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2001,2001,133.1194465,,
ARM,Armenia,IND-EQUI-RAILSEATS-PC,Rail passenger seats and berths per one thousand inhabitants,2000,2000,3.909315606,,
ARM,Armenia,IND-EQUI-RAILSEATS-PC,Rail passenger seats and berths per one thousand inhabitants,2001,2001,3.933540216,,
ARM,Armenia,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2000,2000,91.54314044,,
ARM,Armenia,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2001,2001,92.43819507,,
ARM,Armenia,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2004,2004,0.183181578,,
ARM,Armenia,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2005,2005,0.187803434,,
ARM,Armenia,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2006,2006,0.143448645,,
ARM,Armenia,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2007,2007,0.105426921,,
ARM,Armenia,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2008,2008,0.088365152,,
ARM,Armenia,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2009,2009,0.121220586,,
ARM,Armenia,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2010,2010,0.130496621,,
ARM,Armenia,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2011,2011,0.121483673,,
ARM,Armenia,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2012,2012,0.126206943,,
ARM,Armenia,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2013,2013,0.110515032,,
ARM,Armenia,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2014,2014,0.12392759,,
ARM,Armenia,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2015,2015,0.122895055,,
ARM,Armenia,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2016,2016,0.11838639,,
ARM,Armenia,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2004,2004,218.3372657,,
ARM,Armenia,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2005,2005,308.7024351,,
ARM,Armenia,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2006,2006,309.5828121,,
ARM,Armenia,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2007,2007,330.9643465,,
ARM,Armenia,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2008,2008,354.4200098,,
ARM,Armenia,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2009,2009,362.9759717,,
ARM,Armenia,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2010,2010,419.9868002,,
ARM,Armenia,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2011,2011,428.3277329,,
ARM,Armenia,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2012,2012,464.6760018,,
ARM,Armenia,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2013,2013,424.1771766,,
ARM,Armenia,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2014,2014,494.0040922,,
ARM,Armenia,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2015,2015,443.3189212,,
ARM,Armenia,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2016,2016,425.2237457,,
AUS,Australia,IND-EQUI-MOTVEH-GDP,Road motor vehicles per one million units of current USD GDP,2000,2000,32.27859633,,
AUS,Australia,IND-EQUI-MOTVEH-GDP,Road motor vehicles per one million units of current USD GDP,2001,2001,34.21398538,,
AUS,Australia,IND-EQUI-MOTVEH-GDP,Road motor vehicles per one million units of current USD GDP,2002,2002,31.28883649,,
AUS,Australia,IND-EQUI-MOTVEH-GDP,Road motor vehicles per one million units of current USD GDP,2003,2003,25.33985965,,
AUS,Australia,IND-EQUI-MOTVEH-GDP,Road motor vehicles per one million units of current USD GDP,2004,2004,21.37131692,,
AUS,Australia,IND-EQUI-MOTVEH-GDP,Road motor vehicles per one million units of current USD GDP,2005,2005,19.7619658,,
AUS,Australia,IND-EQUI-MOTVEH-GDP,Road motor vehicles per one million units of current USD GDP,2006,2006,19.13668226,,
AUS,Australia,IND-EQUI-MOTVEH-GDP,Road motor vehicles per one million units of current USD GDP,2007,2007,16.25006196,,
AUS,Australia,IND-EQUI-MOTVEH-GDP,Road motor vehicles per one million units of current USD GDP,2008,2008,15.48967934,,
AUS,Australia,IND-EQUI-MOTVEH-GDP,Road motor vehicles per one million units of current USD GDP,2009,2009,15.94863244,,
AUS,Australia,IND-EQUI-MOTVEH-GDP,Road motor vehicles per one million units of current USD GDP,2010,2010,13.45604251,,
AUS,Australia,IND-EQUI-MOTVEH-GDP,Road motor vehicles per one million units of current USD GDP,2011,2011,11.20167673,,
AUS,Australia,IND-EQUI-MOTVEH-GDP,Road motor vehicles per one million units of current USD GDP,2012,2012,10.78329404,,
AUS,Australia,IND-EQUI-MOTVEH-GDP,Road motor vehicles per one million units of current USD GDP,2013,2013,11.58388272,,
AUS,Australia,IND-EQUI-MOTVEH-GDP,Road motor vehicles per one million units of current USD GDP,2014,2014,12.2374586,,
AUS,Australia,IND-EQUI-MOTVEH-GDP,Road motor vehicles per one million units of current USD GDP,2015,2015,14.7543665,,
AUS,Australia,IND-EQUI-MOTVEH-GDP,Road motor vehicles per one million units of current USD GDP,2016,2016,14.89397498,,
AUS,Australia,IND-EQUI-MOTVEH-GDP,Road motor vehicles per one million units of current USD GDP,2017,2017,13.89461954,,
AUS,Australia,IND-EQUI-MOTVEH-GDP,Road motor vehicles per one million units of current USD GDP,2018,2018,13.87211424,,
AUS,Australia,IND-EQUI-MOTVEH-GDP,Road motor vehicles per one million units of current USD GDP,2019,2019,14.40928661,,
AUS,Australia,IND-EQUI-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2001,2001,26.97211476,,
AUS,Australia,IND-EQUI-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2002,2002,24.64892664,,
AUS,Australia,IND-EQUI-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2003,2003,19.95540417,,
AUS,Australia,IND-EQUI-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2004,2004,16.78531941,,
AUS,Australia,IND-EQUI-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2005,2005,15.46884909,,
AUS,Australia,IND-EQUI-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2006,2006,14.91192547,,
AUS,Australia,IND-EQUI-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2007,2007,12.60630864,,
AUS,Australia,IND-EQUI-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2008,2008,11.95256991,,
AUS,Australia,IND-EQUI-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2009,2009,12.23342076,,
AUS,Australia,IND-EQUI-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2010,2010,10.27926545,,
AUS,Australia,IND-EQUI-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2011,2011,8.536592061,,
AUS,Australia,IND-EQUI-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2012,2012,8.18923963,,
AUS,Australia,IND-EQUI-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2013,2013,8.765162661,,
AUS,Australia,IND-EQUI-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2014,2014,9.228158524,,
AUS,Australia,IND-EQUI-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2015,2015,11.10151728,,
AUS,Australia,IND-EQUI-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2016,2016,11.19053332,,
AUS,Australia,IND-EQUI-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2017,2017,10.41556622,,
AUS,Australia,IND-EQUI-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2018,2018,10.36825208,,
AUS,Australia,IND-EQUI-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2019,2019,10.71478305,,
AUS,Australia,IND-EQUI-MOTCYCL-GDP,Motorcycles per one million units of current USD GDP,2001,2001,0.962325728,,
AUS,Australia,IND-EQUI-MOTCYCL-GDP,Motorcycles per one million units of current USD GDP,2002,2002,0.905331332,,
AUS,Australia,IND-EQUI-MOTCYCL-GDP,Motorcycles per one million units of current USD GDP,2003,2003,0.725756065,,
AUS,Australia,IND-EQUI-MOTCYCL-GDP,Motorcycles per one million units of current USD GDP,2004,2004,0.625363297,,
AUS,Australia,IND-EQUI-MOTCYCL-GDP,Motorcycles per one million units of current USD GDP,2005,2005,0.599105572,,
AUS,Australia,IND-EQUI-MOTCYCL-GDP,Motorcycles per one million units of current USD GDP,2006,2006,0.617054383,,
AUS,Australia,IND-EQUI-MOTCYCL-GDP,Motorcycles per one million units of current USD GDP,2007,2007,0.563115514,,
AUS,Australia,IND-EQUI-MOTCYCL-GDP,Motorcycles per one million units of current USD GDP,2008,2008,0.574735245,,
AUS,Australia,IND-EQUI-MOTCYCL-GDP,Motorcycles per one million units of current USD GDP,2009,2009,0.635007347,,
AUS,Australia,IND-EQUI-MOTCYCL-GDP,Motorcycles per one million units of current USD GDP,2010,2010,0.553039889,,
AUS,Australia,IND-EQUI-MOTCYCL-GDP,Motorcycles per one million units of current USD GDP,2011,2011,0.464528851,,
AUS,Australia,IND-EQUI-MOTCYCL-GDP,Motorcycles per one million units of current USD GDP,2012,2012,0.456852449,,
AUS,Australia,IND-EQUI-MOTCYCL-GDP,Motorcycles per one million units of current USD GDP,2013,2013,0.502129736,,
AUS,Australia,IND-EQUI-MOTCYCL-GDP,Motorcycles per one million units of current USD GDP,2014,2014,0.541432547,,
AUS,Australia,IND-EQUI-MOTCYCL-GDP,Motorcycles per one million units of current USD GDP,2015,2015,0.66137828,,
AUS,Australia,IND-EQUI-MOTCYCL-GDP,Motorcycles per one million units of current USD GDP,2016,2016,0.67147945,,
AUS,Australia,IND-EQUI-MOTCYCL-GDP,Motorcycles per one million units of current USD GDP,2017,2017,0.62832206,,
AUS,Australia,IND-EQUI-MOTCYCL-GDP,Motorcycles per one million units of current USD GDP,2018,2018,0.622727533,,
AUS,Australia,IND-EQUI-MOTCYCL-GDP,Motorcycles per one million units of current USD GDP,2019,2019,0.642780693,,
AUS,Australia,IND-EQUI-GOODVEH-GDP,Goods road motor vehicles per one million units of current USD GDP,2001,2001,5.95222855,,
AUS,Australia,IND-EQUI-GOODVEH-GDP,Goods road motor vehicles per one million units of current USD GDP,2002,2002,5.429547745,,
AUS,Australia,IND-EQUI-GOODVEH-GDP,Goods road motor vehicles per one million units of current USD GDP,2003,2003,4.414213946,,
AUS,Australia,IND-EQUI-GOODVEH-GDP,Goods road motor vehicles per one million units of current USD GDP,2004,2004,3.752179783,,
AUS,Australia,IND-EQUI-GOODVEH-GDP,Goods road motor vehicles per one million units of current USD GDP,2005,2005,3.503773822,,
AUS,Australia,IND-EQUI-GOODVEH-GDP,Goods road motor vehicles per one million units of current USD GDP,2006,2006,3.425118282,,
AUS,Australia,IND-EQUI-GOODVEH-GDP,Goods road motor vehicles per one million units of current USD GDP,2007,2007,2.9233614,,
AUS,Australia,IND-EQUI-GOODVEH-GDP,Goods road motor vehicles per one million units of current USD GDP,2008,2008,2.813336866,,
AUS,Australia,IND-EQUI-GOODVEH-GDP,Goods road motor vehicles per one million units of current USD GDP,2009,2009,2.924276546,,
AUS,Australia,IND-EQUI-GOODVEH-GDP,Goods road motor vehicles per one million units of current USD GDP,2010,2010,2.491863572,,
AUS,Australia,IND-EQUI-GOODVEH-GDP,Goods road motor vehicles per one million units of current USD GDP,2011,2011,2.090244328,,
AUS,Australia,IND-EQUI-GOODVEH-GDP,Goods road motor vehicles per one million units of current USD GDP,2012,2012,2.030332235,,
AUS,Australia,IND-EQUI-GOODVEH-GDP,Goods road motor vehicles per one million units of current USD GDP,2013,2013,2.201887561,,
AUS,Australia,IND-EQUI-GOODVEH-GDP,Goods road motor vehicles per one million units of current USD GDP,2014,2014,2.347785141,,
AUS,Australia,IND-EQUI-GOODVEH-GDP,Goods road motor vehicles per one million units of current USD GDP,2015,2015,2.846614426,,
AUS,Australia,IND-EQUI-GOODVEH-GDP,Goods road motor vehicles per one million units of current USD GDP,2016,2016,2.885308636,,
AUS,Australia,IND-EQUI-GOODVEH-GDP,Goods road motor vehicles per one million units of current USD GDP,2017,2017,2.714565315,,
AUS,Australia,IND-EQUI-GOODVEH-GDP,Goods road motor vehicles per one million units of current USD GDP,2018,2018,2.744156279,,
AUS,Australia,IND-EQUI-GOODVEH-GDP,Goods road motor vehicles per one million units of current USD GDP,2019,2019,2.908554471,,
AUS,Australia,IND-EQUI-MOTVEH-PC,Road motor vehicles per one thousand inhabitants,2000,2000,646.0084582,,
AUS,Australia,IND-EQUI-MOTVEH-PC,Road motor vehicles per one thousand inhabitants,2001,2001,642.7016432,,
AUS,Australia,IND-EQUI-MOTVEH-PC,Road motor vehicles per one thousand inhabitants,2002,2002,652.4725974,,
AUS,Australia,IND-EQUI-MOTVEH-PC,Road motor vehicles per one thousand inhabitants,2003,2003,661.6102215,,
AUS,Australia,IND-EQUI-MOTVEH-PC,Road motor vehicles per one thousand inhabitants,2004,2004,672.3670221,,
AUS,Australia,IND-EQUI-MOTVEH-PC,Road motor vehicles per one thousand inhabitants,2005,2005,682.5269186,,
AUS,Australia,IND-EQUI-MOTVEH-PC,Road motor vehicles per one thousand inhabitants,2006,2006,693.7418772,,
AUS,Australia,IND-EQUI-MOTVEH-PC,Road motor vehicles per one thousand inhabitants,2007,2007,709.3952256,,
AUS,Australia,IND-EQUI-MOTVEH-PC,Road motor vehicles per one thousand inhabitants,2008,2008,719.8643714,,
AUS,Australia,IND-EQUI-MOTVEH-PC,Road motor vehicles per one thousand inhabitants,2009,2009,722.600626,,
AUS,Australia,IND-EQUI-MOTVEH-PC,Road motor vehicles per one thousand inhabitants,2010,2010,728.9978327,,
AUS,Australia,IND-EQUI-MOTVEH-PC,Road motor vehicles per one thousand inhabitants,2011,2011,732.6931699,,
AUS,Australia,IND-EQUI-MOTVEH-PC,Road motor vehicles per one thousand inhabitants,2012,2012,736.4316878,,
AUS,Australia,IND-EQUI-MOTVEH-PC,Road motor vehicles per one thousand inhabitants,2013,2013,742.8441791,,
AUS,Australia,IND-EQUI-MOTVEH-PC,Road motor vehicles per one thousand inhabitants,2014,2014,751.138561,,
AUS,Australia,IND-EQUI-MOTVEH-PC,Road motor vehicles per one thousand inhabitants,2015,2015,756.120708,,
AUS,Australia,IND-EQUI-MOTVEH-PC,Road motor vehicles per one thousand inhabitants,2016,2016,760.0846053,,
AUS,Australia,IND-EQUI-MOTVEH-PC,Road motor vehicles per one thousand inhabitants,2017,2017,763.4058563,,
AUS,Australia,IND-EQUI-MOTVEH-PC,Road motor vehicles per one thousand inhabitants,2018,2018,767.4626125,,
AUS,Australia,IND-EQUI-MOTVEH-PC,Road motor vehicles per one thousand inhabitants,2019,2019,769.0035056,,
AUS,Australia,IND-EQUI-PASSCAR-PC,Passenger cars per one thousand inhabitants,2001,2001,506.6648122,,
AUS,Australia,IND-EQUI-PASSCAR-PC,Passenger cars per one thousand inhabitants,2002,2002,514.00918,,
AUS,Australia,IND-EQUI-PASSCAR-PC,Passenger cars per one thousand inhabitants,2003,2003,521.0249605,,
AUS,Australia,IND-EQUI-PASSCAR-PC,Passenger cars per one thousand inhabitants,2004,2004,528.0860916,,
AUS,Australia,IND-EQUI-PASSCAR-PC,Passenger cars per one thousand inhabitants,2005,2005,534.2538294,,
AUS,Australia,IND-EQUI-PASSCAR-PC,Passenger cars per one thousand inhabitants,2006,2006,540.586243,,
AUS,Australia,IND-EQUI-PASSCAR-PC,Passenger cars per one thousand inhabitants,2007,2007,550.3274501,,
AUS,Australia,IND-EQUI-PASSCAR-PC,Passenger cars per one thousand inhabitants,2008,2008,555.4814299,,
AUS,Australia,IND-EQUI-PASSCAR-PC,Passenger cars per one thousand inhabitants,2009,2009,554.2718183,,
AUS,Australia,IND-EQUI-PASSCAR-PC,Passenger cars per one thousand inhabitants,2010,2010,556.8919854,,
AUS,Australia,IND-EQUI-PASSCAR-PC,Passenger cars per one thousand inhabitants,2011,2011,558.3720053,,
AUS,Australia,IND-EQUI-PASSCAR-PC,Passenger cars per one thousand inhabitants,2012,2012,559.2739602,,
AUS,Australia,IND-EQUI-PASSCAR-PC,Passenger cars per one thousand inhabitants,2013,2013,562.0870153,,
AUS,Australia,IND-EQUI-PASSCAR-PC,Passenger cars per one thousand inhabitants,2014,2014,566.426898,,
AUS,Australia,IND-EQUI-PASSCAR-PC,Passenger cars per one thousand inhabitants,2015,2015,568.9222306,,
AUS,Australia,IND-EQUI-PASSCAR-PC,Passenger cars per one thousand inhabitants,2016,2016,571.0867724,,
AUS,Australia,IND-EQUI-PASSCAR-PC,Passenger cars per one thousand inhabitants,2017,2017,572.2577886,,
AUS,Australia,IND-EQUI-PASSCAR-PC,Passenger cars per one thousand inhabitants,2018,2018,573.6144966,,
AUS,Australia,IND-EQUI-PASSCAR-PC,Passenger cars per one thousand inhabitants,2019,2019,571.8330093,,
AUS,Australia,IND-EQUI-MOTCYCL-PC,Motorcycles per one thousand inhabitants,2001,2001,18.07706176,,
AUS,Australia,IND-EQUI-MOTCYCL-PC,Motorcycles per one thousand inhabitants,2002,2002,18.87906205,,
AUS,Australia,IND-EQUI-MOTCYCL-PC,Motorcycles per one thousand inhabitants,2003,2003,18.94910381,,
AUS,Australia,IND-EQUI-MOTCYCL-PC,Motorcycles per one thousand inhabitants,2004,2004,19.67467234,,
AUS,Australia,IND-EQUI-MOTCYCL-PC,Motorcycles per one thousand inhabitants,2005,2005,20.69154883,,
AUS,Australia,IND-EQUI-MOTCYCL-PC,Motorcycles per one thousand inhabitants,2006,2006,22.36941912,,
AUS,Australia,IND-EQUI-MOTCYCL-PC,Motorcycles per one thousand inhabitants,2007,2007,24.58276518,,
AUS,Australia,IND-EQUI-MOTCYCL-PC,Motorcycles per one thousand inhabitants,2008,2008,26.71013497,,
AUS,Australia,IND-EQUI-MOTCYCL-PC,Motorcycles per one thousand inhabitants,2009,2009,28.77091238,,
AUS,Australia,IND-EQUI-MOTCYCL-PC,Motorcycles per one thousand inhabitants,2010,2010,29.96162357,,
AUS,Australia,IND-EQUI-MOTCYCL-PC,Motorcycles per one thousand inhabitants,2011,2011,30.38447944,,
AUS,Australia,IND-EQUI-MOTCYCL-PC,Motorcycles per one thousand inhabitants,2012,2012,31.2001712,,
AUS,Australia,IND-EQUI-MOTCYCL-PC,Motorcycles per one thousand inhabitants,2013,2013,32.20027007,,
AUS,Australia,IND-EQUI-MOTCYCL-PC,Motorcycles per one thousand inhabitants,2014,2014,33.23327804,,
AUS,Australia,IND-EQUI-MOTCYCL-PC,Motorcycles per one thousand inhabitants,2015,2015,33.893818,,
AUS,Australia,IND-EQUI-MOTCYCL-PC,Motorcycles per one thousand inhabitants,2016,2016,34.26762791,,
AUS,Australia,IND-EQUI-MOTCYCL-PC,Motorcycles per one thousand inhabitants,2017,2017,34.52161747,,
AUS,Australia,IND-EQUI-MOTCYCL-PC,Motorcycles per one thousand inhabitants,2018,2018,34.45185722,,
AUS,Australia,IND-EQUI-MOTCYCL-PC,Motorcycles per one thousand inhabitants,2019,2019,34.30430802,,
